agency_cd,site_no,Date,temp_C,month,year
USGS,14166000,2023-06-27,17.7,Jun,2023
USGS,14166000,2023-06-28,18.2,Jun,2023
USGS,14166000,2023-06-29,18.6,Jun,2023
USGS,14166000,2023-06-30,19,Jun,2023
USGS,14211010,2010-06-01,10.5,Jun,2010
USGS,14211010,2010-06-02,10.6,Jun,2010
USGS,14211010,2010-06-03,10,Jun,2010
USGS,14211010,2010-06-04,9.5,Jun,2010
USGS,14211010,2010-06-05,9.9,Jun,2010
USGS,14211010,2010-06-06,10.1,Jun,2010
USGS,14211010,2010-06-07,10.9,Jun,2010
USGS,14211010,2010-06-08,10.7,Jun,2010
USGS,14211010,2010-06-09,11,Jun,2010
USGS,14211010,2010-06-10,10.7,Jun,2010
USGS,14211010,2010-06-11,10.3,Jun,2010
USGS,14211010,2010-06-12,10.7,Jun,2010
USGS,14211010,2010-06-13,11.6,Jun,2010
USGS,14211010,2010-06-14,11.1,Jun,2010
USGS,14211010,2010-06-15,11.4,Jun,2010
USGS,14211010,2010-06-16,11,Jun,2010
USGS,14211010,2010-06-17,10.9,Jun,2010
USGS,14211010,2010-06-18,11,Jun,2010
USGS,14211010,2010-06-19,11.2,Jun,2010
USGS,14211010,2010-06-20,10.9,Jun,2010
USGS,14211010,2010-06-21,11.4,Jun,2010
USGS,14211010,2010-06-22,12.2,Jun,2010
USGS,14211010,2010-06-23,13.1,Jun,2010
USGS,14211010,2010-06-24,13.7,Jun,2010
USGS,14211010,2010-06-25,14,Jun,2010
USGS,14211010,2010-06-26,14.7,Jun,2010
USGS,14211010,2010-06-27,15.8,Jun,2010
USGS,14211010,2010-06-28,16.4,Jun,2010
USGS,14211010,2010-06-29,15.9,Jun,2010
USGS,14211010,2010-06-30,16,Jun,2010
USGS,14211010,2011-06-01,9,Jun,2011
USGS,14211010,2011-06-02,9.3,Jun,2011
USGS,14211010,2011-06-03,10,Jun,2011
USGS,14211010,2011-06-04,10.6,Jun,2011
USGS,14211010,2011-06-05,11,Jun,2011
USGS,14211010,2011-06-06,11.3,Jun,2011
USGS,14211010,2011-06-07,11,Jun,2011
USGS,14211010,2011-06-08,10.3,Jun,2011
USGS,14211010,2011-06-09,11,Jun,2011
USGS,14211010,2011-06-10,10.5,Jun,2011
USGS,14211010,2011-06-11,11.1,Jun,2011
USGS,14211010,2011-06-12,11.6,Jun,2011
USGS,14211010,2011-06-13,12,Jun,2011
USGS,14211010,2011-06-14,12,Jun,2011
USGS,14211010,2011-06-15,11.7,Jun,2011
USGS,14211010,2011-06-16,11.5,Jun,2011
USGS,14211010,2011-06-17,12.5,Jun,2011
USGS,14211010,2011-06-18,11.8,Jun,2011
USGS,14211010,2011-06-19,11.7,Jun,2011
USGS,14211010,2011-06-20,12.1,Jun,2011
USGS,14211010,2011-06-21,12.8,Jun,2011
USGS,14211010,2011-06-22,12.9,Jun,2011
USGS,14211010,2011-06-23,12.6,Jun,2011
USGS,14211010,2011-06-24,13.1,Jun,2011
USGS,14211010,2011-06-25,13.8,Jun,2011
USGS,14211010,2011-06-26,13.8,Jun,2011
USGS,14211010,2011-06-27,13.9,Jun,2011
USGS,14211010,2011-06-28,13.5,Jun,2011
USGS,14211010,2011-06-29,13.3,Jun,2011
USGS,14211010,2011-06-30,13.5,Jun,2011
USGS,14211010,2012-06-01,12.3,Jun,2012
USGS,14211010,2012-06-02,12.6,Jun,2012
USGS,14211010,2012-06-03,12.7,Jun,2012
USGS,14211010,2012-06-04,12.3,Jun,2012
USGS,14211010,2012-06-05,11.8,Jun,2012
USGS,14211010,2012-06-06,11.5,Jun,2012
USGS,14211010,2012-06-07,11.1,Jun,2012
USGS,14211010,2012-06-08,10.8,Jun,2012
USGS,14211010,2012-06-09,10.4,Jun,2012
USGS,14211010,2012-06-10,10.9,Jun,2012
USGS,14211010,2012-06-11,11.2,Jun,2012
USGS,14211010,2012-06-12,11.3,Jun,2012
USGS,14211010,2012-06-13,11.4,Jun,2012
USGS,14211010,2012-06-14,12,Jun,2012
USGS,14211010,2012-06-15,13,Jun,2012
USGS,14211010,2012-06-16,14.1,Jun,2012
USGS,14211010,2012-06-17,14.4,Jun,2012
USGS,14211010,2012-06-18,13.7,Jun,2012
USGS,14211010,2012-06-19,13.3,Jun,2012
USGS,14211010,2012-06-20,14.3,Jun,2012
USGS,14211010,2012-06-21,14.9,Jun,2012
USGS,14211010,2012-06-22,14,Jun,2012
USGS,14211010,2012-06-23,13.5,Jun,2012
USGS,14211010,2012-06-24,13.9,Jun,2012
USGS,14211010,2012-06-25,13.5,Jun,2012
USGS,14211010,2012-06-26,13.5,Jun,2012
USGS,14211010,2012-06-27,14,Jun,2012
USGS,14211010,2012-06-28,14.1,Jun,2012
USGS,14211010,2012-06-29,14.1,Jun,2012
USGS,14211010,2012-06-30,14.1,Jun,2012
USGS,14211010,2013-06-01,11.8,Jun,2013
USGS,14211010,2013-06-02,12.1,Jun,2013
USGS,14211010,2013-06-03,12.6,Jun,2013
USGS,14211010,2013-06-04,13.6,Jun,2013
USGS,14211010,2013-06-05,14.7,Jun,2013
USGS,14211010,2013-06-06,15.4,Jun,2013
USGS,14211010,2013-06-07,15.4,Jun,2013
USGS,14211010,2013-06-08,15.7,Jun,2013
USGS,14211010,2013-06-09,16,Jun,2013
USGS,14211010,2013-06-10,15.7,Jun,2013
USGS,14211010,2013-06-11,15.7,Jun,2013
USGS,14211010,2013-06-12,15.1,Jun,2013
USGS,14211010,2013-06-13,15,Jun,2013
USGS,14211010,2013-06-14,15.7,Jun,2013
USGS,14211010,2013-06-15,16.2,Jun,2013
USGS,14211010,2013-06-16,16.3,Jun,2013
USGS,14211010,2013-06-17,16.7,Jun,2013
USGS,14211010,2013-06-18,16.9,Jun,2013
USGS,14211010,2013-06-19,15.7,Jun,2013
USGS,14211010,2013-06-20,15.4,Jun,2013
USGS,14211010,2013-06-21,15.8,Jun,2013
USGS,14211010,2013-06-22,16.5,Jun,2013
USGS,14211010,2013-06-23,16.5,Jun,2013
USGS,14211010,2013-06-24,15.7,Jun,2013
USGS,14211010,2013-06-25,15.3,Jun,2013
USGS,14211010,2013-06-26,15.1,Jun,2013
USGS,14211010,2013-06-27,15.7,Jun,2013
USGS,14211010,2013-06-28,16.9,Jun,2013
USGS,14211010,2013-06-29,17.9,Jun,2013
USGS,14211010,2013-06-30,18.3,Jun,2013
USGS,14211010,2014-06-01,14.7,Jun,2014
USGS,14211010,2014-06-02,14.8,Jun,2014
USGS,14211010,2014-06-03,14.2,Jun,2014
USGS,14211010,2014-06-04,14.5,Jun,2014
USGS,14211010,2014-06-05,15.3,Jun,2014
USGS,14211010,2014-06-06,15.7,Jun,2014
USGS,14211010,2014-06-07,15.8,Jun,2014
USGS,14211010,2014-06-08,16.3,Jun,2014
USGS,14211010,2014-06-09,16.5,Jun,2014
USGS,14211010,2014-06-10,16.3,Jun,2014
USGS,14211010,2014-06-11,16.9,Jun,2014
USGS,14211010,2014-06-12,16.3,Jun,2014
USGS,14211010,2014-06-13,15.1,Jun,2014
USGS,14211010,2014-06-14,14.7,Jun,2014
USGS,14211010,2014-06-15,14.8,Jun,2014
USGS,14211010,2014-06-16,13.8,Jun,2014
USGS,14211010,2014-06-17,12.8,Jun,2014
USGS,14211010,2014-06-18,13.5,Jun,2014
USGS,14211010,2014-06-19,14.4,Jun,2014
USGS,14211010,2014-06-20,14.7,Jun,2014
USGS,14211010,2014-06-21,14.3,Jun,2014
USGS,14211010,2014-06-22,14.9,Jun,2014
USGS,14211010,2014-06-23,15.9,Jun,2014
USGS,14211010,2014-06-24,16.3,Jun,2014
USGS,14211010,2014-06-25,16,Jun,2014
USGS,14211010,2014-06-26,15.5,Jun,2014
USGS,14211010,2014-06-27,15.5,Jun,2014
USGS,14211010,2014-06-28,15.5,Jun,2014
USGS,14211010,2014-06-29,15.3,Jun,2014
USGS,14211010,2014-06-30,16,Jun,2014
USGS,14211010,2015-06-01,16.4,Jun,2015
USGS,14211010,2015-06-02,15.2,Jun,2015
USGS,14211010,2015-06-03,15.3,Jun,2015
USGS,14211010,2015-06-04,16.4,Jun,2015
USGS,14211010,2015-06-05,17.8,Jun,2015
USGS,14211010,2015-06-06,18.8,Jun,2015
USGS,14211010,2015-06-07,19.3,Jun,2015
USGS,14211010,2015-06-08,20,Jun,2015
USGS,14211010,2015-06-09,20.2,Jun,2015
USGS,14211010,2015-06-10,19.4,Jun,2015
USGS,14211010,2015-06-11,19.2,Jun,2015
USGS,14211010,2015-06-12,19.1,Jun,2015
USGS,14211010,2015-06-13,18.6,Jun,2015
USGS,14211010,2015-06-14,19.2,Jun,2015
USGS,14211010,2015-06-15,20,Jun,2015
USGS,14211010,2015-06-16,19.9,Jun,2015
USGS,14211010,2015-06-17,19.6,Jun,2015
USGS,14211010,2015-06-18,20.4,Jun,2015
USGS,14211010,2015-06-19,19.8,Jun,2015
USGS,14211010,2015-06-20,19.5,Jun,2015
USGS,14211010,2015-06-21,19.7,Jun,2015
USGS,14211010,2015-06-22,19.7,Jun,2015
USGS,14211010,2015-06-23,20.2,Jun,2015
USGS,14211010,2015-06-24,20.3,Jun,2015
USGS,14211010,2015-06-25,20.9,Jun,2015
USGS,14211010,2015-06-26,22,Jun,2015
USGS,14211010,2015-06-27,22.1,Jun,2015
USGS,14211010,2015-06-28,21.1,Jun,2015
USGS,14211010,2015-06-29,21.4,Jun,2015
USGS,14211010,2015-06-30,22.4,Jun,2015
USGS,14211010,2016-06-01,15.5,Jun,2016
USGS,14211010,2016-06-02,14.9,Jun,2016
USGS,14211010,2016-06-03,15.6,Jun,2016
USGS,14211010,2016-06-04,17.4,Jun,2016
USGS,14211010,2016-06-05,18.6,Jun,2016
USGS,14211010,2016-06-06,19.2,Jun,2016
USGS,14211010,2016-06-07,19,Jun,2016
USGS,14211010,2016-06-08,18.4,Jun,2016
USGS,14211010,2016-06-09,17,Jun,2016
USGS,14211010,2016-06-10,16.4,Jun,2016
USGS,14211010,2016-06-11,16.5,Jun,2016
USGS,14211010,2016-06-12,17.1,Jun,2016
USGS,14211010,2016-06-13,16.6,Jun,2016
USGS,14211010,2016-06-14,15.6,Jun,2016
USGS,14211010,2016-06-15,15.2,Jun,2016
USGS,14211010,2016-06-16,15.3,Jun,2016
USGS,14211010,2016-06-17,15.2,Jun,2016
USGS,14211010,2016-06-18,15.1,Jun,2016
USGS,14211010,2016-06-19,15.5,Jun,2016
USGS,14211010,2016-06-20,16.5,Jun,2016
USGS,14211010,2016-06-21,16.8,Jun,2016
USGS,14211010,2016-06-22,16.9,Jun,2016
USGS,14211010,2016-06-23,16.1,Jun,2016
USGS,14211010,2016-06-24,15.5,Jun,2016
USGS,14211010,2016-06-25,16.4,Jun,2016
USGS,14211010,2016-06-26,17.8,Jun,2016
USGS,14211010,2016-06-27,18.7,Jun,2016
USGS,14211010,2016-06-28,18.6,Jun,2016
USGS,14211010,2016-06-29,18.1,Jun,2016
USGS,14211010,2016-06-30,18.1,Jun,2016
USGS,14211010,2017-06-01,13.1,Jun,2017
USGS,14211010,2017-06-02,13.5,Jun,2017
USGS,14211010,2017-06-03,12.7,Jun,2017
USGS,14211010,2017-06-04,12.8,Jun,2017
USGS,14211010,2017-06-05,13.4,Jun,2017
USGS,14211010,2017-06-06,14.1,Jun,2017
USGS,14211010,2017-06-07,13.9,Jun,2017
USGS,14211010,2017-06-08,13.5,Jun,2017
USGS,14211010,2017-06-09,13.2,Jun,2017
USGS,14211010,2017-06-10,13.1,Jun,2017
USGS,14211010,2017-06-11,13,Jun,2017
USGS,14211010,2017-06-12,12.1,Jun,2017
USGS,14211010,2017-06-13,11.8,Jun,2017
USGS,14211010,2017-06-14,12.3,Jun,2017
USGS,14211010,2017-06-15,11.7,Jun,2017
USGS,14211010,2017-06-16,11.9,Jun,2017
USGS,14211010,2017-06-17,12.8,Jun,2017
USGS,14211010,2017-06-18,14,Jun,2017
USGS,14211010,2017-06-19,14.9,Jun,2017
USGS,14211010,2017-06-20,15,Jun,2017
USGS,14211010,2017-06-21,15.3,Jun,2017
USGS,14211010,2017-06-22,16.2,Jun,2017
USGS,14211010,2017-06-23,17.3,Jun,2017
USGS,14211010,2017-06-24,18.1,Jun,2017
USGS,14211010,2017-06-25,18.7,Jun,2017
USGS,14211010,2017-06-28,17.2,Jun,2017
USGS,14211010,2017-06-29,17.9,Jun,2017
USGS,14211010,2017-06-30,18.9,Jun,2017
USGS,14211010,2018-06-01,15.2,Jun,2018
USGS,14211010,2018-06-02,16.1,Jun,2018
USGS,14211010,2018-06-03,15.9,Jun,2018
USGS,14211010,2018-06-04,15.6,Jun,2018
USGS,14211010,2018-06-05,15.7,Jun,2018
USGS,14211010,2018-06-06,16.4,Jun,2018
USGS,14211010,2018-06-07,16.1,Jun,2018
USGS,14211010,2018-06-08,16,Jun,2018
USGS,14211010,2018-06-09,15.3,Jun,2018
USGS,14211010,2018-06-10,14.3,Jun,2018
USGS,14211010,2018-06-11,15.5,Jun,2018
USGS,14211010,2018-06-12,15.8,Jun,2018
USGS,14211010,2018-06-13,15.3,Jun,2018
USGS,14211010,2018-06-14,14.9,Jun,2018
USGS,14211010,2018-06-15,14.7,Jun,2018
USGS,14211010,2018-06-16,15.7,Jun,2018
USGS,14211010,2018-06-17,16.7,Jun,2018
USGS,14211010,2018-06-18,16.7,Jun,2018
USGS,14211010,2018-06-19,17.5,Jun,2018
USGS,14211010,2018-06-20,18.6,Jun,2018
USGS,14211010,2018-06-21,17.4,Jun,2018
USGS,14211010,2018-06-22,17,Jun,2018
USGS,14211010,2018-06-23,17.2,Jun,2018
USGS,14211010,2018-06-24,18.1,Jun,2018
USGS,14211010,2018-06-25,18.3,Jun,2018
USGS,14211010,2018-06-26,18.1,Jun,2018
USGS,14211010,2018-06-27,18.3,Jun,2018
USGS,14211010,2018-06-28,17.7,Jun,2018
USGS,14211010,2018-06-29,18.6,Jun,2018
USGS,14211010,2018-06-30,19.2,Jun,2018
USGS,14211010,2019-06-01,15.8,Jun,2019
USGS,14211010,2019-06-02,16.2,Jun,2019
USGS,14211010,2019-06-03,16.5,Jun,2019
USGS,14211010,2019-06-04,16.6,Jun,2019
USGS,14211010,2019-06-05,15.9,Jun,2019
USGS,14211010,2019-06-06,15.5,Jun,2019
USGS,14211010,2019-06-07,15.3,Jun,2019
USGS,14211010,2019-06-08,15.1,Jun,2019
USGS,14211010,2019-06-09,15.8,Jun,2019
USGS,14211010,2019-06-10,16.7,Jun,2019
USGS,14211010,2019-06-11,17.7,Jun,2019
USGS,14211010,2019-06-12,18.6,Jun,2019
USGS,14211010,2019-06-13,19.1,Jun,2019
USGS,14211010,2019-06-14,18,Jun,2019
USGS,14211010,2019-06-15,17.5,Jun,2019
USGS,14211010,2019-06-16,18.3,Jun,2019
USGS,14211010,2019-06-17,18.9,Jun,2019
USGS,14211010,2019-06-18,18.8,Jun,2019
USGS,14211010,2019-06-19,17.3,Jun,2019
USGS,14211010,2019-06-20,17,Jun,2019
USGS,14211010,2019-06-21,16.9,Jun,2019
USGS,14211010,2019-06-22,17,Jun,2019
USGS,14211010,2019-06-23,17.1,Jun,2019
USGS,14211010,2019-06-24,17.2,Jun,2019
USGS,14211010,2019-06-25,17.4,Jun,2019
USGS,14211010,2019-06-26,17.8,Jun,2019
USGS,14211010,2019-06-27,16.2,Jun,2019
USGS,14211010,2019-06-28,17,Jun,2019
USGS,14211010,2019-06-29,18,Jun,2019
USGS,14211010,2019-06-30,18.7,Jun,2019
USGS,14211010,2020-06-01,14.7,Jun,2020
USGS,14211010,2020-06-02,15.1,Jun,2020
USGS,14211010,2020-06-03,15.1,Jun,2020
USGS,14211010,2020-06-04,15.2,Jun,2020
USGS,14211010,2020-06-05,15.1,Jun,2020
USGS,14211010,2020-06-06,14.3,Jun,2020
USGS,14211010,2020-06-07,13.9,Jun,2020
USGS,14211010,2020-06-08,13.8,Jun,2020
USGS,14211010,2020-06-09,13.3,Jun,2020
USGS,14211010,2020-06-10,13.7,Jun,2020
USGS,14211010,2020-06-11,13.9,Jun,2020
USGS,14211010,2020-06-12,13.2,Jun,2020
USGS,14211010,2020-06-13,12.8,Jun,2020
USGS,14211010,2020-06-14,13.4,Jun,2020
USGS,14211010,2020-06-15,12.8,Jun,2020
USGS,14211010,2020-06-16,12.1,Jun,2020
USGS,14211010,2020-06-17,12.1,Jun,2020
USGS,14211010,2020-06-18,12.5,Jun,2020
USGS,14211010,2020-06-19,13.3,Jun,2020
USGS,14211010,2020-06-20,13,Jun,2020
USGS,14211010,2020-06-21,14.1,Jun,2020
USGS,14211010,2020-06-22,15.1,Jun,2020
USGS,14211010,2020-06-23,16.1,Jun,2020
USGS,14211010,2020-06-24,16,Jun,2020
USGS,14211010,2020-06-25,16.5,Jun,2020
USGS,14211010,2020-06-26,17.9,Jun,2020
USGS,14211010,2020-06-27,17.2,Jun,2020
USGS,14211010,2020-06-28,16,Jun,2020
USGS,14211010,2020-06-29,15.9,Jun,2020
USGS,14211010,2020-06-30,16.7,Jun,2020
USGS,14211010,2021-06-01,16.1,Jun,2021
USGS,14211010,2021-06-02,16.9,Jun,2021
USGS,14211010,2021-06-03,17.2,Jun,2021
USGS,14211010,2021-06-04,17.2,Jun,2021
USGS,14211010,2021-06-05,16.3,Jun,2021
USGS,14211010,2021-06-06,15.3,Jun,2021
USGS,14211010,2021-06-07,15.7,Jun,2021
USGS,14211010,2021-06-08,16,Jun,2021
USGS,14211010,2021-06-09,15.7,Jun,2021
USGS,14211010,2021-06-10,15.3,Jun,2021
USGS,14211010,2021-06-11,14.7,Jun,2021
USGS,14211010,2021-06-12,15.9,Jun,2021
USGS,14211010,2021-06-13,15.7,Jun,2021
USGS,14211010,2021-06-14,15.1,Jun,2021
USGS,14211010,2021-06-15,15.6,Jun,2021
USGS,14211010,2021-06-16,16.4,Jun,2021
USGS,14211010,2021-06-17,17.1,Jun,2021
USGS,14211010,2021-06-22,19.9,Jun,2021
USGS,14211010,2021-06-23,19.7,Jun,2021
USGS,14211010,2021-06-24,20.3,Jun,2021
USGS,14211010,2021-06-25,21.3,Jun,2021
USGS,14211010,2021-06-26,22.4,Jun,2021
USGS,14211010,2021-06-27,23.2,Jun,2021
USGS,14211010,2021-06-28,23.9,Jun,2021
USGS,14211010,2021-06-29,23.6,Jun,2021
USGS,14211010,2021-06-30,21.9,Jun,2021
USGS,14211010,2022-06-01,11.1,Jun,2022
USGS,14211010,2022-06-02,11.8,Jun,2022
USGS,14211010,2022-06-03,11.8,Jun,2022
USGS,14211010,2022-06-04,12.1,Jun,2022
USGS,14211010,2022-06-05,12.6,Jun,2022
USGS,14211010,2022-06-06,12,Jun,2022
USGS,14211010,2022-06-07,12,Jun,2022
USGS,14211010,2022-06-08,12.2,Jun,2022
USGS,14211010,2022-06-09,11.9,Jun,2022
USGS,14211010,2022-06-10,12.6,Jun,2022
USGS,14211010,2022-06-11,12.1,Jun,2022
USGS,14211010,2022-06-12,11.1,Jun,2022
USGS,14211010,2022-06-13,10.4,Jun,2022
USGS,14211010,2022-06-14,10.1,Jun,2022
USGS,14211010,2022-06-15,10.1,Jun,2022
USGS,14211010,2022-06-16,10.8,Jun,2022
USGS,14211010,2022-06-17,10.6,Jun,2022
USGS,14211010,2022-06-18,11.2,Jun,2022
USGS,14211010,2022-06-19,11.1,Jun,2022
USGS,14211010,2022-06-20,11.7,Jun,2022
USGS,14211010,2022-06-21,12.6,Jun,2022
USGS,14211010,2022-06-22,13.6,Jun,2022
USGS,14211010,2022-06-23,13.9,Jun,2022
USGS,14211010,2022-06-24,14.6,Jun,2022
USGS,14211010,2022-06-25,15.6,Jun,2022
USGS,14211010,2022-06-26,16.5,Jun,2022
USGS,14211010,2022-06-27,17.1,Jun,2022
USGS,14211010,2022-06-28,16.2,Jun,2022
USGS,14211010,2022-06-29,17,Jun,2022
USGS,14211010,2022-06-30,17.3,Jun,2022
USGS,14211010,2023-06-01,13.6,Jun,2023
USGS,14211010,2023-06-02,14.5,Jun,2023
USGS,14211010,2023-06-03,14.8,Jun,2023
USGS,14211010,2023-06-04,15,Jun,2023
USGS,14211010,2023-06-05,15.2,Jun,2023
USGS,14211010,2023-06-06,15.8,Jun,2023
USGS,14211010,2023-06-07,16.2,Jun,2023
USGS,14211010,2023-06-08,15.9,Jun,2023
USGS,14211010,2023-06-09,15.1,Jun,2023
USGS,14211010,2023-06-10,16.2,Jun,2023
USGS,14211010,2023-06-11,16.9,Jun,2023
USGS,14211010,2023-06-12,17.7,Jun,2023
USGS,14211010,2023-06-13,17.4,Jun,2023
USGS,14211010,2023-06-14,16.3,Jun,2023
USGS,14211010,2023-06-15,16.6,Jun,2023
USGS,14211010,2023-06-16,17.5,Jun,2023
USGS,14211010,2023-06-17,17.1,Jun,2023
USGS,14211010,2023-06-18,15.8,Jun,2023
USGS,14211010,2023-06-19,15.4,Jun,2023
USGS,14211010,2023-06-20,15.4,Jun,2023
USGS,14211010,2023-06-21,16.3,Jun,2023
USGS,14211010,2023-06-22,17.3,Jun,2023
USGS,14211010,2023-06-23,17.9,Jun,2023
USGS,14211010,2023-06-24,17.8,Jun,2023
USGS,14211010,2023-06-25,18.1,Jun,2023
USGS,14211010,2023-06-26,18.5,Jun,2023
USGS,14211010,2023-06-27,18.9,Jun,2023
USGS,14211010,2023-06-28,19.3,Jun,2023
USGS,14211010,2023-06-29,20,Jun,2023
